image_id,num_potholes,x,y,w,h
G0066601,5,1962,1328,242,32
G0066602,9,1392,1650,172,56
G0066602,9,1498,1592,116,32
G0066602,9,2002,1532,170,66
G0066602,9,2218,1594,164,70
G0066602,9,2430,1610,126,44
G0066602,9,2360,1416,156,80
G0066602,9,1986,1366,326,50
G0066602,9,1674,1370,82,24
G0066602,9,1752,1348,88,20
G0066603,9,2548,1542,270,142
G0066603,9,2152,1648,148,58
G0066603,9,2442,1594,122,44
G0066603,9,1986,1446,452,96
G0066603,9,1140,1646,150,62
G0066603,9,1558,1448,112,32
G0066603,9,1670,1408,116,22
G0066603,9,2028,1358,102,60
G0066603,9,1702,1336,70,24
G0066604,6,1334,1590,170,56
G0066604,6,1530,1512,152,36
G0066604,6,1978,1600,210,100
G0066604,6,2404,1572,166,90
G0066604,6,2030,1412,142,112
G0066604,6,2170,1338,70,28
G0066605,10,2032,1514,214,184
G0066605,10,1370,1476,198,48
G0066605,10,1414,1442,128,32
G0066605,10,2142,1392,144,50
G0066605,10,2452,1528,122,52
G0066605,10,1918,1388,140,46
G0066605,10,1914,1350,134,32
G0066605,10,1546,1358,98,22
G0066605,10,1620,1314,72,30
G0066605,10,1688,1272,64,12
G0066606,7,1046,1622,300,96
G0066606,7,1168,1560,192,54
G0066606,7,1418,1416,114,28
G0066606,7,1514,1356,126,24
G0066606,7,2176,1468,216,88
G0066606,7,2314,1432,110,56
G0066606,7,1662,1296,32,10
G0066607,12,1230,1512,162,42
G0066607,12,1380,1408,178,44
G0066607,12,1868,1502,340,96
G0066607,12,2240,1540,170,52
G0066607,12,2444,1568,210,84
G0066607,12,2116,1418,154,52
G0066607,12,1988,1396,106,34
G0066607,12,2056,1364,48,16
G0066607,12,1608,1316,60,12
G0066607,12,1654,1286,42,14
G0066607,12,1706,1264,16,6
G0066607,12,1734,1248,22,6
G0066608,13,904,1716,210,38
G0066608,13,1218,1496,222,68
G0066608,13,1874,1538,120,104
G0066608,13,1982,1606,140,74
G0066608,13,2224,1540,238,96
G0066608,13,1990,1486,192,58
G0066608,13,1892,1424,142,74
G0066608,13,2124,1434,68,24
G0066608,13,2118,1392,42,14
G0066608,13,1914,1348,52,16
G0066608,13,1848,1310,52,14
G0066608,13,1612,1310,56,12
G0066608,13,1722,1258,24,8
G0066609,13,856,1670,354,86
G0066609,13,1902,1532,216,148
G0066609,13,2048,1506,146,44
G0066609,13,2162,1596,82,38
G0066609,13,2142,1648,194,64
G0066609,13,2228,1552,110,38
G0066609,13,2398,1606,70,22
G0066609,13,1922,1394,86,26
G0066609,13,1946,1442,80,24
G0066609,13,1844,1334,88,20
G0066609,13,1440,1390,160,32
G0066609,13,1570,1340,62,14
G0066609,13,1702,1268,28,10
G0066610,10,1802,1604,52,26
G0066610,10,1874,1536,76,42
G0066610,10,1922,1492,142,54
G0066610,10,1966,1586,120,58
G0066610,10,2358,1644,86,32
G0066610,10,1828,1390,144,28
G0066610,10,1490,1390,84,22
G0066610,10,1340,1488,158,46
G0066610,10,1292,1472,94,26
G0066610,10,1660,1290,56,14
G0066611,11,1048,1632,248,76
G0066611,11,1030,1598,132,44
G0066611,11,1362,1456,104,38
G0066611,11,1794,1478,178,42
G0066611,11,2090,1578,124,42
G0066611,11,2294,1602,90,42
G0066611,11,1358,1460,102,32
G0066611,11,1442,1374,84,32
G0066611,11,1528,1336,62,10
G0066611,11,1608,1312,70,14
G0066611,11,1666,1284,40,10
G0066612,9,1734,1628,274,78
G0066612,9,2078,1592,174,46
G0066612,9,1106,1578,184,70
G0066612,9,1302,1424,136,60
G0066612,9,1446,1368,74,20
G0066612,9,1554,1490,88,26
G0066612,9,1552,1338,100,18
G0066612,9,1628,1304,48,10
G0066612,9,1858,1336,58,12
G0066613,6,1398,1654,114,54
G0066613,6,1096,1528,186,86
G0066613,6,1340,1412,90,36
G0066613,6,1484,1372,124,34
G0066613,6,1594,1324,52,14
G0066613,6,1858,1366,70,14
G0066614,4,1180,1516,124,48
G0066614,4,1388,1446,164,48
G0066614,4,1554,1374,62,16
G0066614,4,1862,1448,90,20
G0066615,6,852,1662,180,90
G0066615,6,1220,1540,214,84
G0066615,6,1484,1416,80,24
G0066615,6,1862,1560,138,42
G0066615,6,2344,1466,160,72
G0066615,6,1946,1366,80,24
G0066616,4,1350,1498,106,34
G0066616,4,2022,1580,104,94
G0066616,4,1978,1428,74,34
G0066616,4,2256,1506,106,40
G0066617,5,1022,1686,150,66
G0066617,5,2012,1542,124,82
G0066617,5,2438,1504,72,36
G0066617,5,2462,1564,136,66
G0066617,5,1592,1370,50,14
G0066618,4,1248,1608,52,24
G0066618,4,1884,1598,298,96
G0066618,4,2482,1620,90,38
G0066618,4,2340,1514,54,14
G0066619,6,1238,1568,134,50
G0066619,6,1934,1594,114,38
G0066619,6,2054,1568,88,30
G0066619,6,2370,1462,170,78
G0066619,6,2326,1386,46,14
G0066619,6,1972,1382,52,16
G0066620,6,1994,1482,82,24
G0066620,6,2488,1484,88,24
G0066620,6,1934,1400,74,34
G0066620,6,2018,1428,44,16
G0066620,6,1928,1316,96,32
G0066620,6,2130,1286,110,44
G0066621,4,2074,1598,80,50
G0066621,4,1932,1534,182,70
G0066621,4,1920,1362,142,56
G0066621,4,2160,1316,152,58
G0066622,6,2304,1538,170,72
G0066622,6,1912,1444,218,120
G0066622,6,2216,1378,252,88
G0066622,6,2096,1360,72,26
G0066622,6,2166,1272,48,8
G0066622,6,2178,1258,48,10
G0066623,7,2368,1606,106,40
G0066623,7,2382,1454,426,196
G0066623,7,2178,1424,108,44
G0066623,7,1212,1542,280,70
G0066623,7,1322,1500,128,52
G0066623,7,1322,1444,206,46
G0066623,7,1468,1382,74,26
G0066624,9,1938,1564,206,114
G0066624,9,2346,1604,168,66
G0066624,9,2492,1576,98,36
G0066624,9,2574,1634,112,42
G0066624,9,1290,1490,128,36
G0066624,9,2394,1482,62,18
G0066624,9,2306,1428,70,24
G0066624,9,2284,1330,84,16
G0066624,9,2294,1296,74,22
G0066625,7,884,1676,238,84
G0066625,7,2080,1612,92,56
G0066625,7,2502,1552,166,66
G0066625,7,2564,1514,78,28
G0066625,7,2302,1408,136,56
G0066625,7,2398,1366,96,24
G0066625,7,2384,1322,78,24
G0066626,7,2528,1538,204,132
G0066626,7,2602,1450,134,50
G0066626,7,2538,1376,108,40
G0066626,7,1514,1462,96,32
G0066626,7,2182,1382,152,34
G0066626,7,2232,1324,38,14
G0066626,7,2220,1288,64,16
G0066627,9,1286,1650,158,56
G0066627,9,3032,1642,210,88
G0066627,9,2812,1470,144,70
G0066627,9,2522,1600,182,62
G0066627,9,2352,1598,118,50
G0066627,9,2318,1482,226,62
G0066627,9,2288,1366,108,34
G0066627,9,2294,1320,96,24
G0066627,9,1156,1514,270,88
G0066628,6,2102,1564,214,120
G0066628,6,2404,1538,70,26
G0066628,6,2440,1446,146,48
G0066628,6,2400,1358,132,40
G0066628,6,2028,1448,116,42
G0066628,6,1976,1392,118,34
G0066629,4,2712,1602,232,94
G0066629,4,1972,1496,140,52
G0066629,4,2522,1414,228,78
G0066629,4,1704,1390,70,20
G0066630,6,2824,1552,338,132
G0066630,6,2442,1604,184,66
G0066630,6,2138,1586,230,96
G0066630,6,2346,1530,116,36
G0066630,6,1580,1488,96,28
G0066630,6,1646,1282,96,24
G0066631,3,1178,1618,150,50
G0066631,3,1598,1308,94,34
G0066631,3,1890,1296,94,20
G0066632,4,904,1594,468,114
G0066632,4,1498,1316,142,52
G0066632,4,1870,1306,172,40
G0066632,4,2232,1338,168,56
G0066633,3,2334,1410,196,42
G0066633,3,1860,1340,222,60
G0066633,3,1306,1360,298,68
G0066634,4,1116,1402,408,116
G0066634,4,1852,1404,278,80
G0066634,4,2590,1530,212,106
G0066634,4,2090,1576,144,66
G0066635,2,1754,1494,424,158
G0066635,2,736,1494,592,184
G0066636,4,978,1588,162,66
G0066636,4,700,1632,292,124
G0066636,4,1766,1528,116,64
G0066636,4,1928,1526,188,78
G0066641,4,1292,1518,98,38
G0066641,4,2248,1404,110,34
G0066641,4,2324,1434,80,52
G0066641,4,2204,1310,100,34
G0066642,5,2546,1614,134,66
G0066642,5,2384,1518,182,74
G0066642,5,2244,1344,140,58
G0066642,5,2222,1274,52,32
G0066642,5,1710,1444,76,24
G0066643,4,1500,1618,148,76
G0066643,4,2408,1578,152,56
G0066643,4,2216,1398,410,128
G0066643,4,2232,1310,82,30
G0066644,2,2384,1520,548,176
G0066644,2,2276,1356,124,48
G0066645,4,2370,1410,236,124
G0066645,4,1538,1582,122,48
G0066645,4,1372,1672,98,34
G0066645,4,2200,1344,100,28
G0066646,4,2604,1560,210,128
G0066646,4,2286,1498,96,44
G0066646,4,2278,1420,154,44
G0066646,4,2194,1434,68,28
G0066647,2,2382,1554,518,120
G0066647,2,1756,1280,68,28
G0066648,4,2854,1640,162,58
G0066648,4,2214,1386,102,26
G0066648,4,1456,1666,114,42
G0066648,4,1722,1310,100,32
G0066649,6,2380,1516,158,46
G0066649,6,2304,1546,118,48
G0066649,6,2270,1602,94,56
G0066649,6,2178,1510,86,32
G0066649,6,1660,1374,130,32
G0066649,6,1686,1350,100,32
G0066650,5,1518,1484,188,90
G0066650,5,1596,1436,120,48
G0066650,5,1634,1394,96,46
G0066650,5,2122,1474,90,48
G0066650,5,2296,1554,122,72
G0066651,3,1352,1634,216,74
G0066651,3,1484,1512,146,70
G0066651,3,2140,1350,68,38
G0066652,2,2472,1614,100,46
G0066652,2,2258,1442,122,56
G0066694,3,2150,1510,142,52
G0066694,3,2156,1410,98,22
G0066694,3,2428,1420,138,38
G0066695,4,2294,1600,222,64
G0066695,4,2804,1616,264,94
G0066695,4,1506,1416,98,36
G0066695,4,1870,1386,82,24
G0066696,4,1174,1594,176,86
G0066696,4,1792,1524,152,48
G0066696,4,2252,1458,146,38
G0066696,4,1930,1454,180,50
G0066701,1,2240,1380,90,30
G0066703,2,2430,1578,168,68
G0066703,2,2102,1398,178,54
G0066704,1,2170,1556,294,86
G0066876,1,2050,1336,140,26
G0066879,1,2518,1382,106,22
G0066881,1,2980,1556,208,54
G0066886,6,3066,1366,52,20
G0066886,6,3162,1370,78,20
G0066886,6,3196,1390,50,14
G0066886,6,3230,1398,62,16
G0066886,6,3270,1420,180,50
G0066886,6,3166,1334,42,16
G0066887,5,2996,1462,220,74
G0066887,5,2940,1440,70,20
G0066887,5,2892,1430,62,16
G0066887,5,2838,1412,88,20
G0066887,5,2734,1408,56,20
G0066888,6,3018,1556,358,120
G0066888,6,2920,1518,100,28
G0066888,6,2852,1502,80,24
G0066888,6,2766,1472,114,28
G0066888,6,2632,1478,86,28
G0066888,6,2666,1384,78,26
G0066889,4,2846,1634,144,66
G0066889,4,3026,1626,146,38
G0066889,4,3166,1684,124,44
G0066889,4,2778,1448,84,30
G0066905,1,1830,1362,122,24
G0066906,1,1810,1478,152,58
G0066911,2,1914,1466,136,44
G0066911,2,1912,1424,84,28
G0066912,1,1898,1600,130,66
G0066925,2,1878,1528,124,56
G0066925,2,2966,1564,212,74
G0066931,4,1834,1494,148,44
G0066931,4,2254,1360,80,34
G0066931,4,1890,1310,54,16
G0066931,4,1918,1286,46,12
G0066933,2,1824,1484,152,74
G0066933,2,1932,1414,48,20
G0066934,1,1938,1644,186,54
G0066944,1,1782,1448,108,36
G0066949,1,1948,1358,90,20
G0066951,1,2010,1628,244,72
G0066953,1,3340,1372,84,20
G0066959,1,2864,1506,126,34
G0066960,2,2466,1484,150,36
G0066960,2,3292,1418,104,32
G0066961,3,2060,1496,164,28
G0066961,3,2940,1388,100,34
G0066961,3,3344,1560,186,112
G0066962,3,1618,1504,182,38
G0066962,3,2590,1364,106,30
G0066962,3,3026,1550,146,72
G0066963,3,1152,1552,198,64
G0066963,3,2244,1362,108,30
G0066963,3,2706,1554,192,98
G0066964,3,614,1646,234,56
G0066964,3,1872,1384,120,40
G0066964,3,2360,1606,152,60
G0066965,2,1362,1602,126,36
G0066965,2,1466,1430,136,34
G0066966,1,1032,1468,150,48
G0066967,1,550,1528,170,64
G0066980,2,2540,1386,138,44
G0066980,2,1918,1234,36,14
G0066981,2,2844,1490,218,66
G0066981,2,1980,1252,36,12
G0067001,1,1874,1336,112,20
G0067019,1,2630,1388,114,30
G0067028,1,1826,1636,64,28
G0067035,2,1604,1382,84,26
G0067035,2,1792,1300,106,20
G0067036,3,1378,1532,146,42
G0067036,3,1900,1404,86,22
G0067036,3,1734,1346,142,34
G0067037,2,1890,1578,122,42
G0067037,2,1638,1442,208,52
G0067038,3,1564,1568,366,138
G0067038,3,2082,1284,76,12
G0067038,3,1526,1270,102,18
G0067039,2,2236,1304,78,18
G0067039,2,1572,1286,72,14
G0067040,2,2308,1334,88,26
G0067040,2,1554,1308,102,16
G0067041,2,2282,1354,98,24
G0067041,2,1426,1316,114,20
G0067042,2,2266,1388,98,30
G0067042,2,1280,1338,136,26
G0067075,4,1714,1492,376,46
G0067075,4,2442,1412,184,34
G0067075,4,1920,1384,168,36
G0067075,4,2042,1348,108,54
G0067077,4,1586,1440,94,46
G0067077,4,2012,1428,106,22
G0067077,4,2374,1450,206,42
G0067077,4,2360,1568,112,44
G0067078,4,1384,1588,266,86
G0067078,4,2138,1548,186,48
G0067078,4,2714,1586,296,98
G0067078,4,2156,1256,104,12
G0067081,2,2870,1444,110,32
G0067081,2,2270,1338,134,18
G0067082,2,3256,1590,172,52
G0067082,2,2324,1382,174,32
G0073834,1,1466,1724,190,48
G0073834,1,1466,1724,190,48
G0073886,1,1304,1612,62,16
G0073886,1,1304,1612,62,16
G0073889,1,1122,1922,200,64
G0073889,1,1122,1922,200,64
G0073978,3,2278,1554,152,40
G0073978,3,660,1666,56,16
G0073978,3,552,1684,80,20
G0073978,3,2278,1554,152,40
G0073978,3,660,1666,56,16
G0073978,3,552,1684,80,20
G0073979,1,2078,1580,200,62
G0073979,1,2078,1580,200,62
G0073980,2,1840,1674,260,88
G0073980,2,3358,1512,78,16
G0073980,2,1840,1674,260,88
G0073980,2,3358,1512,78,16
G0074098,1,1878,1552,122,16
G0074098,1,1878,1552,122,16
G0074099,2,1822,1646,204,24
G0074099,2,2762,1578,160,30
G0074099,2,1822,1646,204,24
G0074099,2,2762,1578,160,30
G0074113,1,2210,1556,72,16
G0074113,1,2210,1556,72,16
G0074114,2,2380,1670,162,50
G0074114,2,1592,1762,48,16
G0074114,2,2380,1670,162,50
G0074114,2,1592,1762,48,16
G0074187,3,1390,1734,218,24
G0074187,3,1686,1692,144,26
G0074187,3,1886,1694,96,36
G0074187,3,1390,1734,218,24
G0074187,3,1686,1692,144,26
G0074187,3,1886,1694,96,36
G0074221,2,3000,1566,96,28
G0074221,2,2904,1564,68,12
G0074221,2,3000,1566,96,28
G0074221,2,2904,1564,68,12
G0074230,2,3096,1588,126,34
G0074230,2,2924,1578,134,26
G0074230,2,3096,1588,126,34
G0074230,2,2924,1578,134,26
G0077364,1,1818,1284,56,12
G0077365,1,1816,1364,86,18
G0077366,1,1782,1570,166,58
G0077749,1,2190,1376,66,30
G0077750,1,2340,1510,92,34
G0077959,3,1556,1326,182,48
G0077959,3,1874,1320,160,38
G0077959,3,2124,1328,108,26
G0077960,3,2208,1376,198,52
G0077960,3,1852,1368,204,64
G0077960,3,1374,1386,288,74
G0077961,3,2342,1528,326,122
G0077961,3,1792,1508,326,180
G0077961,3,1040,1546,310,192
G0084391,1,1810,1620,196,44
G0084391,1,1810,1620,196,44
G0084392,1,1778,1616,264,66
G0084392,1,1778,1616,264,66
G0084732,1,1764,1434,118,20
G0084733,1,1836,1572,216,56
G0088175,1,2440,1546,106,40
G0088186,1,1524,1464,56,24
G0088287,4,1424,1406,126,38
G0088287,4,1042,1458,106,30
G0088287,4,1800,1382,142,42
G0088287,4,1540,1306,128,22
G0088288,3,1234,1468,176,62
G0088288,3,1462,1318,170,28
G0088288,3,1780,1430,172,68
G0088289,3,948,1614,258,104
G0088289,3,1706,1580,216,82
G0088289,3,1370,1368,208,38
G0088290,1,1242,1396,250,50
G0088291,1,1112,1460,284,56
G0088292,1,1004,1516,356,82
G0088293,1,902,1590,406,84
G0088435,3,1730,1350,178,46
G0088435,3,2354,1294,120,28
G0088435,3,2516,1334,114,24
G0088436,3,1972,1484,368,86
G0088436,3,2780,1384,160,44
G0088436,3,3046,1444,164,48
G0088597,1,1992,1288,68,20
G0088598,1,1906,1340,112,20
G0088599,1,1852,1516,206,70
G0088617,4,1520,1292,84,40
G0088617,4,1790,1314,242,54
G0088617,4,2254,1310,190,44
G0088617,4,2564,1310,248,44
G0088618,4,1496,1346,138,26
G0088618,4,1810,1370,312,56
G0088618,4,2376,1358,248,64
G0088618,4,2768,1362,288,48
G0088795,5,1566,1246,120,22
G0088795,5,2052,1326,126,20
G0088795,5,2458,1286,186,34
G0088795,5,2870,1350,82,26
G0088795,5,3416,1396,62,16
G0088796,7,1422,1252,134,22
G0088796,7,1894,1346,216,40
G0088796,7,2414,1294,218,38
G0088796,7,2456,1352,96,22
G0088796,7,2902,1372,102,26
G0088796,7,2982,1354,116,12
G0088796,7,3518,1414,70,18
G0088798,7,858,1300,158,28
G0088798,7,1308,1428,328,70
G0088798,7,2036,1318,258,50
G0088798,7,2078,1408,162,34
G0088798,7,2636,1418,150,34
G0088798,7,2734,1384,144,18
G0088798,7,3382,1442,100,26
G0088799,9,256,1434,132,22
G0088799,9,508,1340,170,36
G0088799,9,910,1480,372,120
G0088799,9,1768,1330,288,48
G0088799,9,1800,1432,182,52
G0088799,9,2436,1428,176,44
G0088799,9,2548,1384,140,32
G0088799,9,3254,1434,100,38
G0088799,9,3452,1382,90,22
G0088800,8,112,1398,192,32
G0088800,8,1466,1356,310,78
G0088800,8,1474,1488,202,58
G0088800,8,332,1572,506,140
G0088800,8,2206,1464,182,48
G0088800,8,2294,1400,180,40
G0088800,8,3086,1436,116,40
G0088800,8,3278,1370,92,26
G0088801,9,36,1678,320,86
G0088801,9,1102,1378,334,98
G0088801,9,1048,1552,236,74
G0088801,9,1886,1496,222,62
G0088801,9,1948,1414,254,56
G0088801,9,2624,1324,38,10
G0088801,9,2876,1434,120,48
G0088801,9,2980,1406,70,20
G0088801,9,3050,1358,96,24
G0088802,7,522,1642,240,68
G0088802,7,686,1424,352,80
G0088802,7,1510,1548,246,58
G0088802,7,1588,1446,290,70
G0088802,7,2628,1454,138,52
G0088802,7,2724,1408,82,30
G0088802,7,2806,1354,90,22
G0088803,6,246,1464,376,122
G0088803,6,1086,1618,310,64
G0088803,6,1292,1474,254,86
G0088803,6,2368,1468,158,72
G0088803,6,2486,1420,82,32
G0088803,6,2558,1358,106,24
G0088804,4,2,1536,192,120
G0088804,4,842,1536,356,142
G0088804,4,2134,1512,164,74
G0088804,4,2250,1444,100,32
G0088805,4,472,1640,398,94
G0088805,4,1894,1564,220,132
G0088805,4,2046,1480,88,46
G0088805,4,2148,1384,122,38
G0088806,2,1856,1546,126,54
G0088806,2,1990,1426,128,42
G0088807,3,1104,1462,98,30
G0088807,3,1664,1644,104,70
G0088807,3,1818,1474,162,56
G0088808,4,812,1538,120,34
G0088808,4,1632,1550,210,74
G0088808,4,1826,1416,40,16
G0088808,4,1592,1298,26,10
G0088812,2,1078,1418,44,18
G0088812,2,2154,1358,160,76
G0088827,2,1784,1280,48,8
G0088827,2,1716,1262,50,12
G0088828,2,1764,1306,82,8
G0088828,2,1700,1284,60,12
G0088829,4,1740,1346,104,12
G0088829,4,1764,1336,40,10
G0088829,4,1794,1320,72,12
G0088829,4,1678,1316,80,12
G0088830,4,1706,1376,126,22
G0088830,4,1736,1360,54,18
G0088830,4,1774,1338,90,22
G0088830,4,1642,1328,92,20
G0088831,4,1620,1448,172,44
G0088831,4,1662,1420,88,32
G0088831,4,1556,1368,130,30
G0088831,4,1750,1388,86,24
G0088832,4,1398,1546,240,52
G0088832,4,1480,1488,122,46
G0088832,4,1546,1438,182,42
G0088832,4,1374,1408,172,40
G0088833,3,1066,1512,238,74
G0088833,3,1228,1614,166,46
G0088833,3,1498,1436,136,34
G0088970,1,1860,1610,422,58
G0089105,1,1980,1308,144,30
G0089107,1,2416,1392,242,70
G0089108,1,3040,1474,410,128
G0089161,2,1598,1316,64,14
G0089161,2,2306,1330,126,18
G0089162,2,1272,1376,92,18
G0089162,2,2156,1374,170,24
G0089163,2,786,1492,102,20
G0089163,2,1880,1482,224,36
G0089164,1,1364,1614,336,68
G0089194,6,2540,1410,90,18
G0089194,6,1732,1382,98,18
G0089194,6,1548,1358,48,10
G0089194,6,1892,1332,52,18
G0089194,6,2026,1324,30,10
G0089194,6,2106,1322,52,12
G0089195,9,3000,1536,148,40
G0089195,9,1740,1486,164,38
G0089195,9,1984,1498,190,28
G0089195,9,1480,1414,84,28
G0089195,9,1978,1374,86,30
G0089195,9,2162,1358,48,12
G0089195,9,2274,1352,70,16
G0089195,9,1690,1338,56,8
G0089195,9,1704,1316,62,12
G0089196,6,1348,1594,108,44
G0089196,6,2526,1436,110,34
G0089196,6,2388,1458,70,20
G0089196,6,2136,1504,146,44
G0089196,6,1700,1414,78,20
G0089196,6,1740,1376,84,18
G0089197,6,1696,1554,126,40
G0089197,6,1716,1464,168,40
G0089197,6,2522,1518,82,28
G0089197,6,2958,1588,204,60
G0089197,6,2812,1636,128,46
G0089197,6,2902,1556,68,26
G0089207,2,2210,1426,112,20
G0089207,2,1910,1428,52,18
G0089208,3,1888,1578,106,32
G0089208,3,2348,1574,182,36
G0089208,3,2170,1612,166,52
G0089235,3,1662,1366,86,16
G0089235,3,1896,1292,102,28
G0089235,3,1436,1252,84,18
G0089237,5,1422,1548,176,44
G0089237,5,1820,1356,236,58
G0089237,5,1292,1266,112,32
G0089237,5,2424,1312,50,12
G0089237,5,2232,1276,76,14
G0089238,4,1764,1422,352,100
G0089238,4,2524,1350,70,18
G0089238,4,2268,1300,140,22
G0089238,4,1196,1284,132,32
G0089239,4,1708,1506,478,204
G0089239,4,2654,1386,86,18
G0089239,4,2344,1318,86,26
G0089239,4,1070,1308,136,38
G0089240,3,900,1362,162,48
G0089240,3,2816,1482,126,40
G0089240,3,2362,1380,156,28
G0089241,3,3066,1574,190,66
G0089241,3,726,1404,150,50
G0089241,3,2468,1420,176,38
G0089242,3,470,1476,194,72
G0089242,3,2606,1468,202,46
G0089242,3,3532,1702,108,50
G0089243,2,242,1556,216,78
G0089243,2,2746,1546,246,80
G0089298,2,1368,1324,42,14
G0089298,2,1476,1310,48,12
G0089299,2,896,1472,66,20
G0089299,2,1156,1422,64,10
G0089302,1,668,1550,250,86
G0089360,4,2702,1456,90,30
G0089360,4,2608,1406,32,10
G0089360,4,2476,1346,48,12
G0089360,4,2306,1266,46,12
G0089432,1,1790,1348,98,18
G0089433,1,1632,1386,120,24
G0089434,1,1354,1476,154,46
G0089515,1,1988,1238,46,10
G0089516,1,2016,1286,74,6
G0089517,1,2092,1354,126,28
G0089518,1,1974,1288,124,20
G0089519,1,2024,1398,238,52
G0089520,1,1544,1472,102,30
G0089754,1,1938,1346,64,22
G0089755,1,1880,1408,96,34
G0089756,1,1792,1544,156,98
G0089823,9,1204,1626,198,52
G0089823,9,1230,1556,446,52
G0089823,9,1504,1510,176,28
G0089823,9,1772,1454,156,38
G0089823,9,1898,1440,298,28
G0089823,9,3010,1520,148,34
G0089823,9,2928,1432,106,30
G0089823,9,3090,1400,128,26
G0089823,9,2832,1342,56,14
G0089824,14,1174,1622,244,74
G0089824,14,664,1610,290,88
G0089824,14,1518,1540,226,60
G0089824,14,1730,1482,352,84
G0089824,14,1582,1502,142,40
G0089824,14,1434,1458,206,38
G0089824,14,1812,1412,110,24
G0089824,14,1974,1428,122,22
G0089824,14,2328,1354,112,28
G0089824,14,2996,1482,148,58
G0089824,14,3156,1440,146,40
G0089824,14,3174,1636,296,70
G0089824,14,2900,1334,54,16
G0089824,14,2810,1360,76,16
G0089825,11,1166,1618,780,100
G0089825,11,674,1636,244,76
G0089825,11,1022,1556,318,64
G0089825,11,1580,1470,246,44
G0089825,11,1804,1504,132,30
G0089825,11,2220,1604,106,54
G0089825,11,3122,1594,198,68
G0089825,11,3264,1508,166,44
G0089825,11,2220,1388,138,40
G0089825,11,2790,1394,78,20
G0089825,11,2866,1356,66,18
G0089826,7,756,1600,198,40
G0089826,7,1242,1596,330,80
G0089826,7,1528,1656,192,54
G0089826,7,3408,1628,238,82
G0089826,7,2102,1474,168,56
G0089826,7,2760,1474,108,26
G0089826,7,2848,1422,76,22
G0089827,4,1776,1598,120,68
G0089827,4,1964,1512,210,86
G0089827,4,2792,1492,146,52
G0089827,4,2860,1418,90,30
G0089828,4,1574,1612,138,50
G0089828,4,2896,1616,168,84
G0089828,4,2912,1494,116,34
G0089828,4,2094,1410,76,24
G0089829,3,2996,1602,190,62
G0089829,3,1900,1468,180,52
G0089829,3,2538,1322,236,20
G0089830,4,1588,1580,240,98
G0089830,4,2890,1418,80,28
G0089830,4,2406,1344,260,30
G0089830,4,2178,1282,76,14
G0089831,12,2898,1492,118,34
G0089831,12,2276,1410,128,28
G0089831,12,2406,1396,70,18
G0089831,12,2482,1388,108,14
G0089831,12,2162,1368,34,10
G0089831,12,2000,1316,94,14
G0089831,12,2852,1488,158,42
G0089831,12,2286,1408,122,34
G0089831,12,2404,1396,90,22
G0089831,12,2486,1386,94,14
G0089831,12,2162,1366,38,12
G0089831,12,2006,1316,76,14
G0089832,7,3032,1558,220,78
G0089832,7,2250,1442,172,42
G0089832,7,2398,1418,106,26
G0089832,7,2540,1402,100,26
G0089832,7,2154,1406,86,28
G0089832,7,2092,1378,44,14
G0089832,7,1892,1310,134,18
G0089833,9,2310,1566,236,84
G0089833,9,2492,1528,156,38
G0089833,9,2650,1492,122,38
G0089833,9,2164,1504,118,44
G0089833,9,2088,1454,78,30
G0089833,9,1838,1362,158,24
G0089833,9,1056,1344,62,20
G0089833,9,1424,1280,30,10
G0089833,9,928,1292,60,12
G0089834,7,2914,1624,238,78
G0089834,7,2216,1562,120,38
G0089834,7,1868,1402,202,36
G0089834,7,968,1362,80,28
G0089834,7,1426,1290,34,10
G0089834,7,1278,1294,38,12
G0089834,7,880,1296,74,16
G0089835,6,2622,1642,206,52
G0089835,6,2044,1520,300,82
G0089835,6,954,1442,94,24
G0089835,6,1512,1344,42,10
G0089835,6,1350,1350,40,10
G0089835,6,922,1342,76,18
G0089836,7,2474,1594,148,56
G0089836,7,888,1452,142,84
G0089836,7,964,1318,104,26
G0089836,7,1752,1398,74,18
G0089836,7,1634,1330,74,18
G0089836,7,1448,1336,52,14
G0089836,7,2474,1596,152,52
G0089837,5,848,1556,184,94
G0089837,5,1066,1356,108,34
G0089837,5,2000,1488,76,24
G0089837,5,1800,1378,120,24
G0089837,5,1614,1386,64,18
G0089839,6,2540,1512,244,76
G0089839,6,2232,1528,174,50
G0089839,6,1836,1442,62,24
G0089839,6,1348,1414,186,50
G0089839,6,1304,1312,74,18
G0089839,6,2052,1362,78,20
G0089840,4,2194,1570,72,38
G0089840,4,2426,1430,104,34
G0089840,4,1510,1492,260,96
G0089840,4,1512,1340,82,20
G0089858,2,2124,1418,162,38
G0089858,2,2102,1346,126,34
G0089878,1,2270,1334,64,14
G0089879,1,2322,1398,118,30
G0089880,1,2484,1476,178,62
G0089927,1,1868,1282,72,16
G0089928,1,1920,1320,98,20
G0089929,1,2062,1362,134,30
G0089930,1,3144,1500,256,76
G0090163,1,1590,1354,98,28
G0090164,1,1580,1398,118,24
G0090165,1,1510,1460,148,36
G0090166,1,1334,1586,210,56
G0090183,7,1404,1604,192,36
G0090183,7,2210,1502,260,58
G0090183,7,1778,1470,124,30
G0090183,7,2004,1406,76,18
G0090183,7,2760,1408,90,22
G0090183,7,2736,1466,58,16
G0090183,7,2524,1448,150,26
